pair,model_1,model_2,scenario,condition,episode_idx,correct,final_choice,n_turns,guide_goal_failure,guide_says_leave,no_leave,null_choice,ambiguous_leave,substring_match,prompt_leakage,cascade_leakage,repetitive_loop,max_turns_hit,single_word_seeker,multi_leave,ava_parroting,parenthetical_aside,meta_commentary,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,film_shelf_drawer,asym_coop,445,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,film_shelf_drawer,asym_adv,446,1,shelf,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,film_shelf_drawer,conflict_coop,447,0,drawer,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,film_shelf_drawer,conflict_adv,448,1,shelf,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,film_shelf_drawer,mutual_incoh,449,1,shelf,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pen_cup_tray,asym_adv,44,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,globe_desk_shelf,mutual_coop,450,0,desk,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,globe_desk_shelf,asym_coop,451,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,globe_desk_shelf,asym_adv,452,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,globe_desk_shelf,conflict_coop,453,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,globe_desk_shelf,conflict_adv,454,1,shelf,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,globe_desk_shelf,mutual_incoh,455,1,shelf,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,net_shed_yard,mutual_coop,456,1,shed,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,net_shed_yard,asym_coop,457,0,,16,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,net_shed_yard,asym_adv,458,1,shed,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,net_shed_yard,conflict_coop,459,0,yard,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pen_cup_tray,conflict_coop,45,0,cup,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,net_shed_yard,conflict_adv,460,0,,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,net_shed_yard,mutual_incoh,461,1,shed,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,chalk_tray_box,mutual_coop,462,0,tray,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,chalk_tray_box,asym_coop,463,1,box,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,chalk_tray_box,asym_adv,464,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,chalk_tray_box,conflict_coop,465,0,tray,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,chalk_tray_box,conflict_adv,466,1,box,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,chalk_tray_box,mutual_incoh,467,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,paint_shelf_bench,mutual_coop,468,0,bench,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,paint_shelf_bench,asym_coop,469,0,bench,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pen_cup_tray,conflict_adv,46,1,tray,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,paint_shelf_bench,asym_adv,470,1,shelf,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,paint_shelf_bench,conflict_coop,471,0,bench,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,paint_shelf_bench,conflict_adv,472,1,shelf,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,paint_shelf_bench,mutual_incoh,473,1,shelf,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,needle_box_drawer,mutual_coop,474,0,box,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,needle_box_drawer,asym_coop,475,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,needle_box_drawer,asym_adv,476,1,drawer,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,needle_box_drawer,conflict_coop,477,0,box,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,needle_box_drawer,conflict_adv,478,0,box,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,needle_box_drawer,mutual_incoh,479,1,drawer,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pen_cup_tray,mutual_incoh,47,1,tray,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,mutual_coop,480,0,hook,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,asym_coop,481,0,hook,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,asym_adv,482,1,drawer,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,conflict_coop,483,0,hook,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,conflict_adv,484,1,drawer,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,mutual_incoh,485,1,drawer,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,flask_desk_locker,mutual_coop,486,1,locker,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,flask_desk_locker,asym_coop,487,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,flask_desk_locker,asym_adv,488,1,locker,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,flask_desk_locker,conflict_coop,489,0,desk,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ring_box_pouch,mutual_coop,48,1,box,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,flask_desk_locker,conflict_adv,490,1,locker,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,flask_desk_locker,mutual_incoh,491,1,locker,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,rake_shed_fence,mutual_coop,492,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,rake_shed_fence,asym_coop,493,0,fence,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,rake_shed_fence,asym_adv,494,1,shed,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,rake_shed_fence,conflict_coop,495,0,fence,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,rake_shed_fence,conflict_adv,496,1,shed,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,rake_shed_fence,mutual_incoh,497,0,,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,cord_desk_basket,mutual_coop,498,0,desk,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,cord_desk_basket,asym_coop,499,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ring_box_pouch,asym_coop,49,0,pouch,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,key_in_boxes,conflict_adv,4,1,red box,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,cord_desk_basket,asym_adv,500,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,cord_desk_basket,conflict_coop,501,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,cord_desk_basket,conflict_adv,502,1,basket,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,cord_desk_basket,mutual_incoh,503,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,fan_shelf_floor,mutual_coop,504,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,fan_shelf_floor,asym_coop,505,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,fan_shelf_floor,asym_adv,506,1,shelf,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,fan_shelf_floor,conflict_coop,507,0,floor,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,fan_shelf_floor,conflict_adv,508,0,floor,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,fan_shelf_floor,mutual_incoh,509,1,shelf,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ring_box_pouch,asym_adv,50,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,scale_counter_shelf,mutual_coop,510,0,counter,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,scale_counter_shelf,asym_coop,511,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,scale_counter_shelf,asym_adv,512,1,shelf,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,scale_counter_shelf,conflict_coop,513,0,counter,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,scale_counter_shelf,conflict_adv,514,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,scale_counter_shelf,mutual_incoh,515,1,shelf,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pail_shed_porch,mutual_coop,516,1,shed,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pail_shed_porch,asym_coop,517,0,porch,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pail_shed_porch,asym_adv,518,1,shed,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pail_shed_porch,conflict_coop,519,0,porch,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ring_box_pouch,conflict_coop,51,0,pouch,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pail_shed_porch,conflict_adv,520,1,shed,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pail_shed_porch,mutual_incoh,521,1,shed,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,binder_shelf_desk,mutual_coop,522,1,desk,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,binder_shelf_desk,asym_coop,523,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,binder_shelf_desk,asym_adv,524,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,binder_shelf_desk,conflict_coop,525,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,binder_shelf_desk,conflict_adv,526,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,binder_shelf_desk,mutual_incoh,527,1,desk,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,knob_box_shelf,mutual_coop,528,0,shelf,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,knob_box_shelf,asym_coop,529,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ring_box_pouch,conflict_adv,52,1,box,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,knob_box_shelf,asym_adv,530,1,box,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,knob_box_shelf,conflict_coop,531,0,shelf,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,knob_box_shelf,conflict_adv,532,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,knob_box_shelf,mutual_incoh,533,1,box,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,strap_hook_drawer,mutual_coop,534,1,drawer,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
