pair,scenario,condition,correct,final_choice,n_turns
gemini-3.1-pro-preview × gemini-3.1-pro-preview,brush,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bulb,conflict_coop,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cable,conflict_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,camera,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,candle,conflict_coop,1,mantle,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,chain,conflict_coop,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,chalk,conflict_coop,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,charger,conflict_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,clip,conflict_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,clipboard,conflict_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cloth,conflict_coop,1,basket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,coin,conflict_coop,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,comb,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cord,conflict_coop,1,basket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cup,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,dice,conflict_coop,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,drill,conflict_coop,1,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fan,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,film,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flag,conflict_coop,1,pole,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flashlight,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flask,conflict_coop,1,locker,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fork,conflict_coop,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,frame,conflict_coop,1,wall,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glasses,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,globe,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glove,conflict_coop,1,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hammer,conflict_coop,1,floor,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hat,conflict_coop,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jacket,conflict_coop,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jar,conflict_coop,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,key,conflict_coop,1,red box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,knob,conflict_coop,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lantern,conflict_coop,1,truck,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lanyard,conflict_coop,1,locker,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,leash,conflict_coop,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lens,conflict_coop,1,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,letter,conflict_coop,1,mat,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lighter,conflict_coop,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lock,conflict_coop,1,gate,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,map,conflict_coop,1,wall,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,marker,conflict_coop,1,tray,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mask,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mat,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,medal,conflict_coop,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mirror,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mug,conflict_coop,1,rack,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,needle,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,net,conflict_coop,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,notebook,conflict_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pail,conflict_coop,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,paint,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pan,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,patch,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pen,conflict_coop,1,tray,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,phone,conflict_coop,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,photo,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pillow,conflict_coop,1,bed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pkg,conflict_coop,1,back porch,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,plate,conflict_coop,1,sink,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,plug,conflict_coop,1,floor,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,rake,conflict_coop,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,receipt,conflict_coop,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,remote,conflict_coop,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ring,conflict_coop,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,rope,conflict_coop,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scale,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scarf,conflict_coop,1,closet,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scissors,conflict_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,seed,conflict_coop,1,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,shovel,conflict_coop,1,yard,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,soap,conflict_coop,1,ledge,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,sponge,conflict_coop,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,spoon,conflict_coop,1,bowl,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stamp,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stapler,conflict_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stone,conflict_coop,1,pot,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,strap,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,tape,conflict_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ticket,conflict_coop,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,towel,conflict_coop,1,rack,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,toy,conflict_coop,1,bin,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,tray,conflict_coop,1,oven,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,umbrella,conflict_coop,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,vase,conflict_coop,1,mantle,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wallet,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,watch,conflict_coop,1,nightstand,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,whisk,conflict_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wire,conflict_coop,1,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wrench,conflict_coop,1,toolbox,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,apron,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,badge,mutual_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ball,mutual_coop,1,garage,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,belt,mutual_coop,1,chair,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,binder,mutual_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,blanket,mutual_coop,1,bed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,book,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bottle,mutual_coop,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bowl,mutual_coop,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,broom,mutual_coop,1,closet,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,brush,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bulb,mutual_coop,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cable,mutual_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,camera,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,candle,mutual_coop,1,mantle,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,chain,mutual_coop,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,chalk,mutual_coop,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,charger,mutual_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,clip,mutual_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,clipboard,mutual_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cloth,mutual_coop,1,basket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,coin,mutual_coop,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,comb,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cord,mutual_coop,1,basket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cup,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,dice,mutual_coop,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,drill,mutual_coop,1,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fan,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,film,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flag,mutual_coop,1,pole,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flashlight,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flask,mutual_coop,1,locker,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fork,mutual_coop,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,frame,mutual_coop,1,wall,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glasses,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,globe,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glove,mutual_coop,1,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hammer,mutual_coop,1,floor,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hat,mutual_coop,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jacket,mutual_coop,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jar,mutual_coop,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,key,mutual_coop,1,red box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,knob,mutual_coop,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lantern,mutual_coop,1,truck,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lanyard,mutual_coop,1,locker,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,leash,mutual_coop,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lens,mutual_coop,1,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,letter,mutual_coop,1,mat,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lighter,mutual_coop,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lock,mutual_coop,1,gate,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,map,mutual_coop,1,wall,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,marker,mutual_coop,1,tray,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mask,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mat,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,medal,mutual_coop,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mirror,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mug,mutual_coop,1,rack,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,needle,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,net,mutual_coop,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,notebook,mutual_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pail,mutual_coop,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,paint,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pan,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,patch,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pen,mutual_coop,1,tray,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,phone,mutual_coop,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,photo,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pillow,mutual_coop,1,bed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pkg,mutual_coop,1,back porch,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,plate,mutual_coop,1,sink,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,plug,mutual_coop,1,floor,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,rake,mutual_coop,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,receipt,mutual_coop,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,remote,mutual_coop,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ring,mutual_coop,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,rope,mutual_coop,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scale,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scarf,mutual_coop,1,closet,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scissors,mutual_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,seed,mutual_coop,1,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,shovel,mutual_coop,1,yard,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,soap,mutual_coop,1,ledge,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,sponge,mutual_coop,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,spoon,mutual_coop,1,bowl,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stamp,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stapler,mutual_coop,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stone,mutual_coop,1,pot,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,strap,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,tape,mutual_coop,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ticket,mutual_coop,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,towel,mutual_coop,1,rack,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,toy,mutual_coop,1,bin,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,tray,mutual_coop,1,oven,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,umbrella,mutual_coop,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,vase,mutual_coop,1,mantle,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wallet,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,watch,mutual_coop,1,nightstand,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,whisk,mutual_coop,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wire,mutual_coop,1,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wrench,mutual_coop,1,toolbox,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,apron,mutual_incoh,0,hook,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,badge,mutual_incoh,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ball,mutual_incoh,1,garage,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,belt,mutual_incoh,1,chair,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,binder,mutual_incoh,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,blanket,mutual_incoh,1,bed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,book,mutual_incoh,0,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bottle,mutual_incoh,0,fridge,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bowl,mutual_incoh,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,broom,mutual_incoh,1,closet,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,brush,mutual_incoh,0,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bulb,mutual_incoh,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cable,mutual_incoh,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,camera,mutual_incoh,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,candle,mutual_incoh,1,mantle,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,chain,mutual_incoh,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,chalk,mutual_incoh,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,charger,mutual_incoh,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,clip,mutual_incoh,0,tray,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,clipboard,mutual_incoh,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cloth,mutual_incoh,1,basket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,coin,mutual_incoh,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,comb,mutual_incoh,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cord,mutual_incoh,0,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cup,mutual_incoh,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,dice,mutual_incoh,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,drill,mutual_incoh,0,case,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fan,mutual_incoh,0,floor,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,film,mutual_incoh,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flag,mutual_incoh,1,pole,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flashlight,mutual_incoh,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flask,mutual_incoh,1,locker,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fork,mutual_incoh,0,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,frame,mutual_incoh,1,wall,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glasses,mutual_incoh,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,globe,mutual_incoh,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glove,mutual_incoh,1,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hammer,mutual_incoh,1,floor,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hat,mutual_incoh,0,chair,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jacket,mutual_incoh,0,chair,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jar,mutual_incoh,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,key,mutual_incoh,1,red box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,knob,mutual_incoh,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lantern,mutual_incoh,1,truck,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lanyard,mutual_incoh,0,desk,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,leash,mutual_incoh,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lens,mutual_incoh,1,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,letter,mutual_incoh,1,mat,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lighter,mutual_incoh,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lock,mutual_incoh,1,gate,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,map,mutual_incoh,1,wall,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,marker,mutual_incoh,0,,1
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mask,mutual_incoh,0,hook,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mat,mutual_incoh,0,floor,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,medal,mutual_incoh,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mirror,mutual_incoh,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mug,mutual_incoh,1,rack,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,needle,mutual_incoh,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,net,mutual_incoh,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,notebook,mutual_incoh,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pail,mutual_incoh,0,porch,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,paint,mutual_incoh,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pan,mutual_incoh,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,patch,mutual_incoh,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pen,mutual_incoh,1,tray,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,phone,mutual_incoh,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,photo,mutual_incoh,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pillow,mutual_incoh,1,bed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pkg,mutual_incoh,1,back porch,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,plate,mutual_incoh,1,sink,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,plug,mutual_incoh,1,floor,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,rake,mutual_incoh,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,receipt,mutual_incoh,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,remote,mutual_incoh,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ring,mutual_incoh,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,rope,mutual_incoh,0,trunk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scale,mutual_incoh,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scarf,mutual_incoh,0,,1
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scissors,mutual_incoh,1,desk,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,seed,mutual_incoh,1,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,shovel,mutual_incoh,1,yard,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,soap,mutual_incoh,0,shelf,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,sponge,mutual_incoh,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,spoon,mutual_incoh,1,bowl,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stamp,mutual_incoh,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stapler,mutual_incoh,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stone,mutual_incoh,1,pot,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,strap,mutual_incoh,0,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,tape,mutual_incoh,0,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ticket,mutual_incoh,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,towel,mutual_incoh,1,rack,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,toy,mutual_incoh,0,rug,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,tray,mutual_incoh,0,,1
gemini-3.1-pro-preview × gemini-3.1-pro-preview,umbrella,mutual_incoh,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,vase,mutual_incoh,1,mantle,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wallet,mutual_incoh,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,watch,mutual_incoh,1,nightstand,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,whisk,mutual_incoh,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wire,mutual_incoh,1,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wrench,mutual_incoh,1,toolbox,2
