pattern,episode,belief,no_leave,null_choice,max_turns_hit,repetitive_loop
I think X is in Y,44,shared_truth,False,False,False,False
I think X is in Y,45,false_belief,False,False,False,False
I think X is in Y,45,ignorance,False,False,False,False
I think X is in Y,45,shared_truth,False,False,False,False
I think X is in Y,46,false_belief,False,False,False,False
I think X is in Y,46,ignorance,False,False,False,False
I think X is in Y,46,shared_truth,False,False,False,False
I think X is in Y,47,false_belief,False,False,False,False
I think X is in Y,47,ignorance,False,False,False,False
I think X is in Y,47,shared_truth,False,False,False,False
I think X is in Y,48,false_belief,False,False,False,False
I think X is in Y,48,ignorance,False,False,False,False
I think X is in Y,48,shared_truth,False,False,False,False
I think X is in Y,49,false_belief,False,False,False,False
I think X is in Y,49,ignorance,False,False,False,False
I think X is in Y,49,shared_truth,False,False,False,False
I think X is in Y,4,false_belief,False,False,False,False
I think X is in Y,4,ignorance,False,False,False,False
I think X is in Y,4,shared_truth,False,False,False,False
I think X is in Y,50,false_belief,False,False,False,False
I think X is in Y,50,ignorance,False,False,False,False
I think X is in Y,50,shared_truth,False,False,False,False
I think X is in Y,51,false_belief,False,False,False,False
I think X is in Y,51,ignorance,False,False,False,False
I think X is in Y,51,shared_truth,False,False,False,False
I think X is in Y,52,false_belief,False,False,False,False
I think X is in Y,52,ignorance,False,False,False,False
I think X is in Y,52,shared_truth,False,False,False,False
I think X is in Y,53,false_belief,False,False,False,False
I think X is in Y,53,ignorance,False,False,False,False
I think X is in Y,53,shared_truth,False,False,False,False
I think X is in Y,54,false_belief,False,False,False,False
I think X is in Y,54,ignorance,False,False,False,False
I think X is in Y,54,shared_truth,False,False,False,False
I think X is in Y,55,false_belief,False,False,False,False
I think X is in Y,55,ignorance,False,False,False,False
I think X is in Y,55,shared_truth,False,False,False,False
I think X is in Y,56,false_belief,False,False,False,False
I think X is in Y,56,ignorance,False,False,False,False
I think X is in Y,56,shared_truth,False,False,False,False
I think X is in Y,57,false_belief,False,False,False,False
I think X is in Y,57,ignorance,False,False,False,False
I think X is in Y,57,shared_truth,False,False,False,False
I think X is in Y,58,false_belief,False,False,False,False
I think X is in Y,58,ignorance,False,False,False,False
I think X is in Y,58,shared_truth,False,False,False,False
I think X is in Y,59,false_belief,False,False,False,False
I think X is in Y,59,ignorance,False,False,False,False
I think X is in Y,59,shared_truth,False,False,False,False
I think X is in Y,5,false_belief,False,False,False,False
I think X is in Y,5,ignorance,False,False,False,False
I think X is in Y,5,shared_truth,False,False,False,False
I think X is in Y,60,false_belief,False,False,False,False
I think X is in Y,60,ignorance,False,False,False,False
I think X is in Y,60,shared_truth,False,False,False,False
I think X is in Y,61,false_belief,False,False,False,False
I think X is in Y,61,ignorance,False,False,False,False
I think X is in Y,61,shared_truth,False,False,False,False
I think X is in Y,62,false_belief,False,False,False,False
I think X is in Y,62,ignorance,False,False,False,False
I think X is in Y,62,shared_truth,False,False,False,False
I think X is in Y,63,false_belief,False,False,False,False
I think X is in Y,63,ignorance,False,False,False,False
I think X is in Y,63,shared_truth,False,False,False,False
I think X is in Y,64,false_belief,False,False,False,False
I think X is in Y,64,ignorance,False,False,False,False
I think X is in Y,64,shared_truth,False,False,False,False
I think X is in Y,65,false_belief,False,False,False,False
I think X is in Y,65,ignorance,False,False,False,False
I think X is in Y,65,shared_truth,False,False,False,False
I think X is in Y,66,false_belief,False,False,False,False
I think X is in Y,66,ignorance,False,False,False,False
I think X is in Y,66,shared_truth,False,False,False,False
I think X is in Y,67,false_belief,False,False,False,False
I think X is in Y,67,ignorance,False,False,False,False
I think X is in Y,67,shared_truth,False,False,False,False
I think X is in Y,68,false_belief,False,False,False,False
I think X is in Y,68,ignorance,False,False,False,False
I think X is in Y,68,shared_truth,False,False,False,False
I think X is in Y,69,false_belief,False,False,False,False
I think X is in Y,69,ignorance,False,False,False,False
I think X is in Y,69,shared_truth,False,False,False,False
I think X is in Y,6,false_belief,False,False,False,False
I think X is in Y,6,ignorance,False,False,False,False
I think X is in Y,6,shared_truth,False,False,False,False
I think X is in Y,70,false_belief,False,False,False,False
I think X is in Y,70,ignorance,False,False,False,False
I think X is in Y,70,shared_truth,False,False,False,False
I think X is in Y,71,false_belief,False,False,False,False
I think X is in Y,71,ignorance,False,False,False,False
I think X is in Y,71,shared_truth,False,False,False,False
I think X is in Y,72,false_belief,False,False,False,False
I think X is in Y,72,ignorance,False,False,False,False
I think X is in Y,72,shared_truth,False,False,False,False
I think X is in Y,73,false_belief,False,False,False,False
I think X is in Y,73,ignorance,False,False,False,False
I think X is in Y,73,shared_truth,False,False,False,False
I think X is in Y,74,false_belief,False,False,False,False
I think X is in Y,74,ignorance,False,False,False,False
I think X is in Y,74,shared_truth,False,False,False,False
I think X is in Y,75,false_belief,False,False,False,False
I think X is in Y,75,ignorance,False,False,False,False
I think X is in Y,75,shared_truth,False,False,False,False
I think X is in Y,76,false_belief,False,False,False,False
I think X is in Y,76,ignorance,False,False,False,False
I think X is in Y,76,shared_truth,False,False,False,False
I think X is in Y,77,false_belief,False,False,False,False
I think X is in Y,77,ignorance,False,False,False,False
I think X is in Y,77,shared_truth,False,False,False,False
I think X is in Y,78,false_belief,False,False,False,False
I think X is in Y,78,ignorance,False,False,False,False
I think X is in Y,78,shared_truth,False,False,False,False
I think X is in Y,79,false_belief,False,False,False,False
I think X is in Y,79,ignorance,False,False,False,False
I think X is in Y,79,shared_truth,False,False,False,False
I think X is in Y,7,false_belief,False,False,False,False
I think X is in Y,7,ignorance,False,False,False,False
I think X is in Y,7,shared_truth,False,False,False,False
I think X is in Y,80,false_belief,False,False,False,False
I think X is in Y,80,ignorance,False,False,False,False
I think X is in Y,80,shared_truth,False,False,False,False
I think X is in Y,81,false_belief,False,False,False,False
I think X is in Y,81,ignorance,False,False,False,False
I think X is in Y,81,shared_truth,False,False,False,False
I think X is in Y,82,false_belief,False,False,False,False
I think X is in Y,82,ignorance,False,False,False,False
I think X is in Y,82,shared_truth,False,False,False,False
I think X is in Y,83,false_belief,False,False,False,False
I think X is in Y,83,ignorance,False,False,False,False
I think X is in Y,83,shared_truth,False,False,False,False
I think X is in Y,84,false_belief,False,False,False,False
I think X is in Y,84,ignorance,False,False,False,False
I think X is in Y,84,shared_truth,False,False,False,False
I think X is in Y,85,false_belief,False,False,False,False
I think X is in Y,85,ignorance,False,False,False,False
I think X is in Y,85,shared_truth,False,False,False,False
I think X is in Y,86,false_belief,False,False,False,False
I think X is in Y,86,ignorance,False,False,False,False
I think X is in Y,86,shared_truth,False,False,False,False
I think X is in Y,87,false_belief,False,False,False,False
I think X is in Y,87,ignorance,False,False,False,False
I think X is in Y,87,shared_truth,False,False,False,False
I think X is in Y,88,false_belief,False,False,False,False
I think X is in Y,88,ignorance,False,False,False,False
I think X is in Y,88,shared_truth,False,False,False,False
I think X is in Y,89,false_belief,False,False,False,False
I think X is in Y,89,ignorance,False,False,False,False
I think X is in Y,89,shared_truth,False,False,False,False
I think X is in Y,8,false_belief,False,False,False,False
I think X is in Y,8,ignorance,False,False,False,False
I think X is in Y,8,shared_truth,False,False,False,False
I think X is in Y,90,false_belief,False,False,False,False
I think X is in Y,90,ignorance,False,False,False,False
I think X is in Y,90,shared_truth,False,False,False,False
I think X is in Y,91,false_belief,False,False,False,False
I think X is in Y,91,ignorance,False,False,False,False
I think X is in Y,91,shared_truth,False,False,False,False
I think X is in Y,92,false_belief,False,False,False,False
I think X is in Y,92,ignorance,False,False,False,False
I think X is in Y,92,shared_truth,False,False,False,False
I think X is in Y,93,false_belief,False,False,False,False
I think X is in Y,93,ignorance,False,False,False,False
I think X is in Y,93,shared_truth,False,False,False,False
I think X is in Y,94,false_belief,False,False,False,False
I think X is in Y,94,ignorance,False,False,False,False
I think X is in Y,94,shared_truth,False,False,False,False
I think X is in Y,95,false_belief,False,False,False,False
I think X is in Y,95,ignorance,False,False,False,False
I think X is in Y,95,shared_truth,False,False,False,False
I think X is in Y,96,false_belief,False,False,False,False
I think X is in Y,96,ignorance,False,False,False,False
I think X is in Y,96,shared_truth,False,False,False,False
I think X is in Y,97,false_belief,False,False,False,False
I think X is in Y,97,ignorance,False,False,False,False
I think X is in Y,97,shared_truth,False,False,False,False
I think X is in Y,98,false_belief,False,False,False,False
I think X is in Y,98,ignorance,False,False,False,False
I think X is in Y,98,shared_truth,False,False,False,False
I think X is in Y,99,false_belief,False,False,False,False
I think X is in Y,99,ignorance,False,False,False,False
I think X is in Y,99,shared_truth,False,False,False,False
I think X is in Y,9,false_belief,False,False,False,False
I think X is in Y,9,ignorance,False,False,False,False
I think X is in Y,9,shared_truth,False,False,False,False
If you need X,0,false_belief,False,False,False,False
If you need X,0,ignorance,False,False,False,False
If you need X,0,shared_truth,False,False,False,False
If you need X,10,false_belief,False,False,False,False
If you need X,10,ignorance,False,False,False,False
If you need X,10,shared_truth,False,False,False,False
If you need X,11,false_belief,False,False,False,False
If you need X,11,ignorance,False,False,False,False
If you need X,11,shared_truth,False,False,False,False
If you need X,12,false_belief,False,False,False,False
If you need X,12,ignorance,False,False,False,False
If you need X,12,shared_truth,False,False,False,False
If you need X,13,false_belief,False,False,False,False
If you need X,13,ignorance,False,False,False,False
If you need X,13,shared_truth,False,False,False,False
If you need X,14,false_belief,False,False,False,False
If you need X,14,ignorance,False,False,False,False
If you need X,14,shared_truth,False,False,False,False
If you need X,15,false_belief,False,False,False,False
If you need X,15,ignorance,False,False,False,False
If you need X,15,shared_truth,False,False,False,False
If you need X,16,false_belief,False,False,False,False
If you need X,16,ignorance,False,False,False,False
If you need X,16,shared_truth,False,False,False,False
If you need X,17,false_belief,False,False,False,False
If you need X,17,ignorance,False,False,False,False
If you need X,17,shared_truth,False,False,False,False
If you need X,18,false_belief,False,False,False,False
If you need X,18,ignorance,False,False,False,False
If you need X,18,shared_truth,False,False,False,False
If you need X,19,false_belief,False,False,False,False
If you need X,19,ignorance,False,False,False,False
If you need X,19,shared_truth,False,False,False,False
If you need X,1,false_belief,False,False,False,False
If you need X,1,ignorance,False,False,False,False
If you need X,1,shared_truth,False,False,False,False
If you need X,20,false_belief,False,False,False,False
If you need X,20,ignorance,False,False,False,False
If you need X,20,shared_truth,False,False,False,False
If you need X,21,false_belief,False,False,False,False
If you need X,21,ignorance,False,False,False,False
If you need X,21,shared_truth,False,False,False,False
If you need X,22,false_belief,False,False,False,False
If you need X,22,ignorance,False,False,False,False
If you need X,22,shared_truth,False,False,False,False
If you need X,23,false_belief,False,False,False,False
If you need X,23,ignorance,False,False,False,False
If you need X,23,shared_truth,False,False,False,False
If you need X,24,false_belief,False,False,False,False
If you need X,24,ignorance,False,False,False,False
If you need X,24,shared_truth,False,False,False,False
If you need X,25,false_belief,False,False,False,False
If you need X,25,ignorance,False,False,False,False
If you need X,25,shared_truth,False,False,False,False
If you need X,26,false_belief,False,False,False,False
If you need X,26,ignorance,False,False,False,False
If you need X,26,shared_truth,False,False,False,False
If you need X,27,false_belief,False,False,False,False
If you need X,27,ignorance,False,False,False,False
If you need X,27,shared_truth,False,False,False,False
If you need X,28,false_belief,False,False,False,False
If you need X,28,ignorance,False,False,False,False
If you need X,28,shared_truth,False,False,False,False
If you need X,29,false_belief,False,False,False,False
If you need X,29,ignorance,False,False,False,False
If you need X,29,shared_truth,False,False,False,False
If you need X,2,false_belief,False,False,False,False
If you need X,2,ignorance,False,False,False,False
If you need X,2,shared_truth,False,False,False,False
If you need X,30,false_belief,False,False,False,False
If you need X,30,ignorance,False,False,False,False
If you need X,30,shared_truth,False,False,False,False
If you need X,31,false_belief,False,False,False,False
If you need X,31,ignorance,False,False,False,False
If you need X,31,shared_truth,False,False,False,False
If you need X,32,false_belief,False,False,False,False
If you need X,32,ignorance,False,False,False,False
If you need X,32,shared_truth,False,False,False,False
If you need X,33,false_belief,False,False,False,False
If you need X,33,ignorance,False,False,False,False
If you need X,33,shared_truth,False,False,False,False
If you need X,34,false_belief,False,False,False,False
If you need X,34,ignorance,False,False,False,False
If you need X,34,shared_truth,False,False,False,False
If you need X,35,false_belief,False,False,False,False
If you need X,35,ignorance,False,False,False,False
If you need X,35,shared_truth,False,False,False,False
If you need X,36,false_belief,False,False,False,False
If you need X,36,ignorance,False,False,False,False
If you need X,36,shared_truth,False,False,False,False
If you need X,37,false_belief,False,False,False,False
If you need X,37,ignorance,False,False,False,False
If you need X,37,shared_truth,False,False,False,False
If you need X,38,false_belief,False,False,False,False
If you need X,38,ignorance,False,False,False,False
If you need X,38,shared_truth,False,False,False,False
If you need X,39,false_belief,False,False,False,False
If you need X,39,ignorance,False,False,False,False
If you need X,39,shared_truth,False,False,False,False
If you need X,3,false_belief,False,False,False,False
If you need X,3,ignorance,False,False,False,False
If you need X,3,shared_truth,False,False,False,False
If you need X,40,false_belief,False,False,False,False
If you need X,40,ignorance,False,False,False,False
If you need X,40,shared_truth,False,False,False,False
If you need X,41,false_belief,False,False,False,False
If you need X,41,ignorance,False,False,False,False
If you need X,41,shared_truth,False,False,False,False
If you need X,42,false_belief,False,False,False,False
If you need X,42,ignorance,False,False,False,False
If you need X,42,shared_truth,False,False,False,False
If you need X,43,false_belief,False,False,False,False
If you need X,43,ignorance,False,False,False,False
If you need X,43,shared_truth,False,False,False,False
If you need X,44,false_belief,False,False,False,False
If you need X,44,ignorance,False,False,False,False
If you need X,44,shared_truth,False,False,False,False
If you need X,45,false_belief,False,False,False,False
If you need X,45,ignorance,False,False,False,False
If you need X,45,shared_truth,False,False,False,False
If you need X,46,false_belief,False,False,False,False
If you need X,46,ignorance,False,False,False,False
If you need X,46,shared_truth,False,False,False,False
If you need X,47,false_belief,False,False,False,False
If you need X,47,ignorance,False,False,False,False
If you need X,47,shared_truth,False,False,False,False
If you need X,48,false_belief,False,False,False,False
If you need X,48,ignorance,False,False,False,False
If you need X,48,shared_truth,False,False,False,False
If you need X,49,false_belief,False,False,False,False
If you need X,49,ignorance,False,False,False,False
If you need X,49,shared_truth,False,False,False,False
If you need X,4,false_belief,False,False,False,False
If you need X,4,ignorance,False,False,False,False
If you need X,4,shared_truth,False,False,False,False
If you need X,50,false_belief,False,False,False,False
If you need X,50,ignorance,False,False,False,False
If you need X,50,shared_truth,False,False,False,False
If you need X,51,false_belief,False,False,False,False
If you need X,51,ignorance,False,False,False,False
If you need X,51,shared_truth,False,False,False,False
If you need X,52,false_belief,False,False,False,False
If you need X,52,ignorance,False,False,False,False
If you need X,52,shared_truth,False,False,False,False
If you need X,53,false_belief,False,False,False,False
If you need X,53,ignorance,False,False,False,False
If you need X,53,shared_truth,False,False,False,False
If you need X,54,false_belief,False,False,False,False
If you need X,54,ignorance,False,False,False,False
If you need X,54,shared_truth,False,False,False,False
If you need X,55,false_belief,False,False,False,False
If you need X,55,ignorance,False,False,False,False
If you need X,55,shared_truth,False,False,False,False
If you need X,56,false_belief,False,False,False,False
If you need X,56,ignorance,False,False,False,False
If you need X,56,shared_truth,False,False,False,False
If you need X,57,false_belief,False,False,False,False
If you need X,57,ignorance,False,False,False,False
If you need X,57,shared_truth,False,False,False,False
If you need X,58,false_belief,False,False,False,False
If you need X,58,ignorance,False,False,False,False
If you need X,58,shared_truth,False,False,False,False
If you need X,59,false_belief,False,False,False,False
If you need X,59,ignorance,False,False,False,False
If you need X,59,shared_truth,False,False,False,False
If you need X,5,false_belief,False,False,False,False
If you need X,5,ignorance,False,False,False,False
If you need X,5,shared_truth,False,False,False,False
If you need X,60,false_belief,False,False,False,False
If you need X,60,ignorance,False,False,False,False
If you need X,60,shared_truth,False,False,False,False
If you need X,61,false_belief,False,False,False,False
If you need X,61,ignorance,False,False,False,False
If you need X,61,shared_truth,False,False,False,False
If you need X,62,false_belief,False,False,False,False
If you need X,62,ignorance,False,False,False,False
If you need X,62,shared_truth,False,False,False,False
If you need X,63,false_belief,False,False,False,False
If you need X,63,ignorance,False,False,False,False
If you need X,63,shared_truth,False,False,False,False
If you need X,64,false_belief,False,False,False,False
If you need X,64,ignorance,False,False,False,False
If you need X,64,shared_truth,False,False,False,False
If you need X,65,false_belief,False,False,False,False
If you need X,65,ignorance,False,False,False,False
If you need X,65,shared_truth,False,False,False,False
If you need X,66,false_belief,False,False,False,False
If you need X,66,ignorance,False,False,False,False
If you need X,66,shared_truth,False,False,False,False
If you need X,67,false_belief,False,False,False,False
If you need X,67,ignorance,False,False,False,False
If you need X,67,shared_truth,False,False,False,False
If you need X,68,false_belief,False,False,False,False
If you need X,68,ignorance,False,False,False,False
If you need X,68,shared_truth,False,False,False,False
If you need X,69,false_belief,False,False,False,False
If you need X,69,ignorance,False,False,False,False
If you need X,69,shared_truth,False,False,False,False
If you need X,6,false_belief,False,False,False,False
If you need X,6,ignorance,False,False,False,False
If you need X,6,shared_truth,False,False,False,False
If you need X,70,false_belief,False,False,False,False
If you need X,70,ignorance,False,False,False,False
If you need X,70,shared_truth,False,False,False,False
If you need X,71,false_belief,False,False,False,False
If you need X,71,ignorance,False,False,False,False
If you need X,71,shared_truth,False,False,False,False
If you need X,72,false_belief,False,False,False,False
If you need X,72,ignorance,False,False,False,False
If you need X,72,shared_truth,False,False,False,False
If you need X,73,false_belief,False,False,False,False
If you need X,73,ignorance,False,False,False,False
If you need X,73,shared_truth,False,False,False,False
If you need X,74,false_belief,False,False,False,False
If you need X,74,ignorance,False,False,False,False
If you need X,74,shared_truth,False,False,False,False
If you need X,75,false_belief,False,False,False,False
If you need X,75,ignorance,False,False,False,False
If you need X,75,shared_truth,False,False,False,False
If you need X,76,false_belief,False,False,False,False
If you need X,76,ignorance,False,False,False,False
If you need X,76,shared_truth,False,False,False,False
If you need X,77,false_belief,False,False,False,False
If you need X,77,ignorance,False,False,False,False
If you need X,77,shared_truth,False,False,False,False
If you need X,78,false_belief,False,False,False,False
If you need X,78,ignorance,False,False,False,False
If you need X,78,shared_truth,False,False,False,False
If you need X,79,false_belief,False,False,False,False
If you need X,79,ignorance,False,False,False,False
If you need X,79,shared_truth,False,False,False,False
If you need X,7,false_belief,False,False,False,False
If you need X,7,ignorance,False,False,False,False
If you need X,7,shared_truth,False,False,False,False
If you need X,80,false_belief,False,False,False,False
If you need X,80,ignorance,False,False,False,False
If you need X,80,shared_truth,False,False,False,False
If you need X,81,false_belief,False,False,False,False
If you need X,81,ignorance,False,False,False,False
If you need X,81,shared_truth,False,False,False,False
If you need X,82,false_belief,False,False,False,False
If you need X,82,ignorance,False,False,False,False
If you need X,82,shared_truth,False,False,False,False
If you need X,83,false_belief,False,False,False,False
If you need X,83,ignorance,False,False,False,False
If you need X,83,shared_truth,False,False,False,False
If you need X,84,false_belief,False,False,False,False
If you need X,84,ignorance,False,False,False,False
If you need X,84,shared_truth,False,False,False,False
If you need X,85,false_belief,False,False,False,False
If you need X,85,ignorance,False,False,False,False
If you need X,85,shared_truth,False,False,False,False
If you need X,86,false_belief,False,False,False,False
If you need X,86,ignorance,False,False,False,False
If you need X,86,shared_truth,False,False,False,False
If you need X,87,false_belief,False,False,False,False
If you need X,87,ignorance,False,False,False,False
If you need X,87,shared_truth,False,False,False,False
If you need X,88,false_belief,False,False,False,False
If you need X,88,ignorance,False,False,False,False
If you need X,88,shared_truth,False,False,False,False
If you need X,89,false_belief,False,False,False,False
If you need X,89,ignorance,False,False,False,False
If you need X,89,shared_truth,False,False,False,False
If you need X,8,false_belief,False,False,False,False
If you need X,8,ignorance,False,False,False,False
If you need X,8,shared_truth,False,False,False,False
If you need X,90,false_belief,False,False,False,False
If you need X,90,ignorance,False,False,False,False
If you need X,90,shared_truth,False,False,False,False
If you need X,91,false_belief,False,False,False,False
If you need X,91,ignorance,False,False,False,False
If you need X,91,shared_truth,False,False,False,False
If you need X,92,false_belief,False,False,False,False
If you need X,92,ignorance,False,False,False,False
If you need X,92,shared_truth,False,False,False,False
If you need X,93,false_belief,False,False,False,False
If you need X,93,ignorance,False,False,False,False
If you need X,93,shared_truth,False,False,False,False
If you need X,94,false_belief,False,False,False,False
If you need X,94,ignorance,False,False,False,False
If you need X,94,shared_truth,False,False,False,False
If you need X,95,false_belief,False,False,False,False
If you need X,95,ignorance,False,False,False,False
If you need X,95,shared_truth,False,False,False,False
If you need X,96,false_belief,False,False,False,False
If you need X,96,ignorance,False,False,False,False
If you need X,96,shared_truth,False,False,False,False
If you need X,97,false_belief,False,False,False,False
If you need X,97,ignorance,False,False,False,False
If you need X,97,shared_truth,False,False,False,False
If you need X,98,false_belief,False,False,False,False
If you need X,98,ignorance,False,False,False,False
If you need X,98,shared_truth,False,False,False,False
If you need X,99,false_belief,False,False,False,False
If you need X,99,ignorance,False,False,False,False
If you need X,99,shared_truth,False,False,False,False
If you need X,9,false_belief,False,False,False,False
If you need X,9,ignorance,False,False,False,False
If you need X,9,shared_truth,False,False,False,False
If you're looking for X,0,false_belief,False,False,False,False
If you're looking for X,0,ignorance,False,False,False,False
If you're looking for X,0,shared_truth,False,False,False,False
If you're looking for X,10,false_belief,False,False,False,False
If you're looking for X,10,ignorance,False,False,False,False
If you're looking for X,10,shared_truth,False,False,False,False
If you're looking for X,11,false_belief,False,False,False,False
If you're looking for X,11,ignorance,False,False,False,False
If you're looking for X,11,shared_truth,False,False,False,False
If you're looking for X,12,false_belief,False,False,False,False
If you're looking for X,12,ignorance,False,False,False,False
If you're looking for X,12,shared_truth,False,False,False,False
If you're looking for X,13,false_belief,False,False,False,False
If you're looking for X,13,ignorance,False,False,False,False
If you're looking for X,13,shared_truth,False,False,False,False
If you're looking for X,14,false_belief,False,False,False,False
If you're looking for X,14,ignorance,False,False,False,False
If you're looking for X,14,shared_truth,False,False,False,False
If you're looking for X,15,false_belief,False,False,False,False
If you're looking for X,15,ignorance,False,False,False,False
If you're looking for X,15,shared_truth,False,False,False,False
If you're looking for X,16,false_belief,False,False,False,False
If you're looking for X,16,ignorance,False,False,False,False
If you're looking for X,16,shared_truth,False,False,False,False
If you're looking for X,17,false_belief,False,False,False,False
If you're looking for X,17,ignorance,False,False,False,False
If you're looking for X,17,shared_truth,False,False,False,False
If you're looking for X,18,false_belief,False,False,False,False
If you're looking for X,18,ignorance,False,False,False,False
If you're looking for X,18,shared_truth,False,False,False,False
If you're looking for X,19,false_belief,False,False,False,False
If you're looking for X,19,ignorance,False,False,False,False
If you're looking for X,19,shared_truth,False,False,False,False
If you're looking for X,1,false_belief,False,False,False,False
If you're looking for X,1,ignorance,False,False,False,False
If you're looking for X,1,shared_truth,False,False,False,False
If you're looking for X,20,false_belief,False,False,False,False
If you're looking for X,20,ignorance,False,False,False,False
If you're looking for X,20,shared_truth,False,False,False,False
If you're looking for X,21,false_belief,False,False,False,False
If you're looking for X,21,ignorance,False,False,False,False
If you're looking for X,21,shared_truth,False,False,False,False
If you're looking for X,22,false_belief,False,False,False,False
If you're looking for X,22,ignorance,False,False,False,False
If you're looking for X,22,shared_truth,False,False,False,False
If you're looking for X,23,false_belief,False,False,False,False
If you're looking for X,23,ignorance,False,False,False,False
If you're looking for X,23,shared_truth,False,False,False,False
If you're looking for X,24,false_belief,False,False,False,False
If you're looking for X,24,ignorance,False,False,False,False
If you're looking for X,24,shared_truth,False,False,False,False
If you're looking for X,25,false_belief,False,False,False,False
If you're looking for X,25,ignorance,False,False,False,False
If you're looking for X,25,shared_truth,False,False,False,False
If you're looking for X,26,false_belief,False,False,False,False
If you're looking for X,26,ignorance,False,False,False,False
If you're looking for X,26,shared_truth,False,False,False,False
If you're looking for X,27,false_belief,False,False,False,False
If you're looking for X,27,ignorance,False,False,False,False
If you're looking for X,27,shared_truth,False,False,False,False
If you're looking for X,28,false_belief,False,False,False,False
If you're looking for X,28,ignorance,False,False,False,False
If you're looking for X,28,shared_truth,False,False,False,False
If you're looking for X,29,false_belief,False,False,False,False
If you're looking for X,29,ignorance,False,False,False,False
If you're looking for X,29,shared_truth,False,False,False,False
If you're looking for X,2,false_belief,False,False,False,False
If you're looking for X,2,ignorance,False,False,False,False
If you're looking for X,2,shared_truth,False,False,False,False
If you're looking for X,30,false_belief,False,False,False,False
If you're looking for X,30,ignorance,False,False,False,False
If you're looking for X,30,shared_truth,False,False,False,False
If you're looking for X,31,false_belief,False,False,False,False
If you're looking for X,31,ignorance,False,False,False,False
If you're looking for X,31,shared_truth,False,False,False,False
If you're looking for X,32,false_belief,False,False,False,False
If you're looking for X,32,ignorance,False,False,False,False
If you're looking for X,32,shared_truth,False,False,False,False
If you're looking for X,33,false_belief,False,False,False,False
If you're looking for X,33,ignorance,False,False,False,False
If you're looking for X,33,shared_truth,False,False,False,False
If you're looking for X,34,false_belief,False,False,False,False
If you're looking for X,34,ignorance,False,False,False,False
If you're looking for X,34,shared_truth,False,False,False,False
If you're looking for X,35,false_belief,False,False,False,False
If you're looking for X,35,ignorance,False,False,False,False
If you're looking for X,35,shared_truth,False,False,False,False
If you're looking for X,36,false_belief,False,False,False,False
If you're looking for X,36,ignorance,False,False,False,False
If you're looking for X,36,shared_truth,False,False,False,False
If you're looking for X,37,false_belief,False,False,False,False
If you're looking for X,37,ignorance,False,False,False,False
If you're looking for X,37,shared_truth,False,False,False,False
If you're looking for X,38,false_belief,False,False,False,False
If you're looking for X,38,ignorance,False,False,False,False
If you're looking for X,38,shared_truth,False,False,False,False
If you're looking for X,39,false_belief,False,False,False,False
If you're looking for X,39,ignorance,False,False,False,False
If you're looking for X,39,shared_truth,False,False,False,False
If you're looking for X,3,false_belief,False,False,False,False
If you're looking for X,3,ignorance,False,False,False,False
If you're looking for X,3,shared_truth,False,False,False,False
If you're looking for X,40,false_belief,False,False,False,False
If you're looking for X,40,ignorance,False,False,False,False
If you're looking for X,40,shared_truth,False,False,False,False
If you're looking for X,41,false_belief,False,False,False,False
If you're looking for X,41,ignorance,False,False,False,False
If you're looking for X,41,shared_truth,False,False,False,False
If you're looking for X,42,false_belief,False,False,False,False
If you're looking for X,42,ignorance,False,False,False,False
If you're looking for X,42,shared_truth,False,False,False,False
If you're looking for X,43,false_belief,False,False,False,False
If you're looking for X,43,ignorance,False,False,False,False
If you're looking for X,43,shared_truth,False,False,False,False
If you're looking for X,44,false_belief,False,False,False,False
If you're looking for X,44,ignorance,False,False,False,False
If you're looking for X,44,shared_truth,False,False,False,False
If you're looking for X,45,false_belief,False,False,False,False
If you're looking for X,45,ignorance,False,False,False,False
If you're looking for X,45,shared_truth,False,False,False,False
If you're looking for X,46,false_belief,False,False,False,False
If you're looking for X,46,ignorance,False,False,False,False
If you're looking for X,46,shared_truth,False,False,False,False
If you're looking for X,47,false_belief,False,False,False,False
If you're looking for X,47,ignorance,False,False,False,False
If you're looking for X,47,shared_truth,False,False,False,False
If you're looking for X,48,false_belief,False,False,False,False
If you're looking for X,48,ignorance,False,False,False,False
If you're looking for X,48,shared_truth,False,False,False,False
If you're looking for X,49,false_belief,False,False,False,False
If you're looking for X,49,ignorance,False,False,False,False
If you're looking for X,49,shared_truth,False,False,False,False
If you're looking for X,4,false_belief,False,False,False,False
If you're looking for X,4,ignorance,False,False,False,False
If you're looking for X,4,shared_truth,False,False,False,False
If you're looking for X,50,false_belief,False,False,False,False
If you're looking for X,50,ignorance,False,False,False,False
If you're looking for X,50,shared_truth,False,False,False,False
If you're looking for X,51,false_belief,False,False,False,False
If you're looking for X,51,ignorance,False,False,False,False
If you're looking for X,51,shared_truth,False,False,False,False
If you're looking for X,52,false_belief,False,False,False,False
If you're looking for X,52,ignorance,False,False,False,False
If you're looking for X,52,shared_truth,False,False,False,False
If you're looking for X,53,false_belief,False,False,False,False
If you're looking for X,53,ignorance,False,False,False,False
If you're looking for X,53,shared_truth,False,False,False,False
If you're looking for X,54,false_belief,False,False,False,False
If you're looking for X,54,ignorance,False,False,False,False
If you're looking for X,54,shared_truth,False,False,False,False
If you're looking for X,55,false_belief,False,False,False,False
If you're looking for X,55,ignorance,False,False,False,False
If you're looking for X,55,shared_truth,False,False,False,False
